query_id,question_type,strategy,mode,context_precision@5,context_recall@5,top5_jaccard_overlap
auto-V-8-K-2025-09-26-1,simple fact,hierarchical,hybrid,0.2,1.0,0.276
auto-V-8-K-2025-09-26-1,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.32
auto-MA-8-K-2025-02-27-0,simple fact,fixed,vector,0.0,0.0,0.262
auto-MA-8-K-2025-02-27-0,simple fact,fixed,bm25,0.2,1.0,0.092
auto-MA-8-K-2025-02-27-0,simple fact,fixed,hybrid,0.2,1.0,0.183
auto-MA-8-K-2025-02-27-0,simple fact,fixed,hybrid+rerank,0.2,1.0,0.178
auto-MA-8-K-2025-02-27-0,simple fact,section,vector,0.0,0.0,0.325
auto-MA-8-K-2025-02-27-0,simple fact,section,bm25,0.2,1.0,0.121
auto-MA-8-K-2025-02-27-0,simple fact,section,hybrid,0.2,1.0,0.276
auto-MA-8-K-2025-02-27-0,simple fact,section,hybrid+rerank,0.2,1.0,0.176
auto-MA-8-K-2025-02-27-0,simple fact,semantic,vector,0.0,0.0,0.323
auto-MA-8-K-2025-02-27-0,simple fact,semantic,bm25,0.2,1.0,0.243
auto-MA-8-K-2025-02-27-0,simple fact,semantic,hybrid,0.2,1.0,0.111
auto-MA-8-K-2025-02-27-0,simple fact,semantic,hybrid+rerank,0.2,1.0,0.117
auto-MA-8-K-2025-02-27-0,simple fact,hierarchical,vector,0.0,0.0,0.336
auto-MA-8-K-2025-02-27-0,simple fact,hierarchical,bm25,0.2,1.0,0.25
auto-MA-8-K-2025-02-27-0,simple fact,hierarchical,hybrid,0.2,1.0,0.072
auto-MA-8-K-2025-02-27-0,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.071
auto-MA-8-K-2025-06-26-0,simple fact,fixed,vector,0.2,1.0,0.163
auto-MA-8-K-2025-06-26-0,simple fact,fixed,bm25,0.2,1.0,0.147
auto-MA-8-K-2025-06-26-0,simple fact,fixed,hybrid,0.2,1.0,0.159
auto-MA-8-K-2025-06-26-0,simple fact,fixed,hybrid+rerank,0.2,1.0,0.135
auto-MA-8-K-2025-06-26-0,simple fact,section,vector,0.2,1.0,0.164
auto-MA-8-K-2025-06-26-0,simple fact,section,bm25,0.2,1.0,0.133
auto-MA-8-K-2025-06-26-0,simple fact,section,hybrid,0.2,1.0,0.156
auto-MA-8-K-2025-06-26-0,simple fact,section,hybrid+rerank,0.2,1.0,0.131
auto-MA-8-K-2025-06-26-0,simple fact,semantic,vector,0.2,1.0,0.15
auto-MA-8-K-2025-06-26-0,simple fact,semantic,bm25,0.2,1.0,0.157
auto-MA-8-K-2025-06-26-0,simple fact,semantic,hybrid,0.2,1.0,0.112
auto-MA-8-K-2025-06-26-0,simple fact,semantic,hybrid+rerank,0.2,1.0,0.153
auto-MA-8-K-2025-06-26-0,simple fact,hierarchical,vector,0.2,1.0,0.15
auto-MA-8-K-2025-06-26-0,simple fact,hierarchical,bm25,0.2,1.0,0.18
auto-MA-8-K-2025-06-26-0,simple fact,hierarchical,hybrid,0.2,1.0,0.205
auto-MA-8-K-2025-06-26-0,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.153
auto-V-10-Q-2025-04-30-2,simple fact,fixed,vector,0.0,0.0,0.418
auto-V-10-Q-2025-04-30-2,simple fact,fixed,bm25,0.2,0.25,0.215
auto-V-10-Q-2025-04-30-2,simple fact,fixed,hybrid,0.2,0.25,0.166
auto-V-10-Q-2025-04-30-2,simple fact,fixed,hybrid+rerank,0.2,0.25,0.199
auto-V-10-Q-2025-04-30-2,simple fact,section,vector,0.0,0.0,0.208
auto-V-10-Q-2025-04-30-2,simple fact,section,bm25,0.4,1.0,0.25
auto-V-10-Q-2025-04-30-2,simple fact,section,hybrid,0.2,0.5,0.173
auto-V-10-Q-2025-04-30-2,simple fact,section,hybrid+rerank,0.2,0.5,0.296
auto-V-10-Q-2025-04-30-2,simple fact,semantic,vector,0.2,0.5,0.233
auto-V-10-Q-2025-04-30-2,simple fact,semantic,bm25,0.0,0.0,0.399
auto-V-10-Q-2025-04-30-2,simple fact,semantic,hybrid,0.2,0.5,0.285
auto-V-10-Q-2025-04-30-2,simple fact,semantic,hybrid+rerank,0.2,0.5,0.263
auto-V-10-Q-2025-04-30-2,simple fact,hierarchical,vector,0.2,0.5,0.233
auto-V-10-Q-2025-04-30-2,simple fact,hierarchical,bm25,0.0,0.0,0.399
auto-V-10-Q-2025-04-30-2,simple fact,hierarchical,hybrid,0.2,0.5,0.285
auto-V-10-Q-2025-04-30-2,simple fact,hierarchical,hybrid+rerank,0.2,0.5,0.347
auto-V-10-Q-2025-04-30-4,simple fact,fixed,vector,0.2,0.3333333333333333,0.344
auto-V-10-Q-2025-04-30-4,simple fact,fixed,bm25,0.2,0.3333333333333333,0.264
auto-V-10-Q-2025-04-30-4,simple fact,fixed,hybrid,0.0,0.0,0.257
auto-V-10-Q-2025-04-30-4,simple fact,fixed,hybrid+rerank,0.2,0.3333333333333333,0.3
auto-V-10-Q-2025-04-30-4,simple fact,section,vector,0.2,0.3333333333333333,0.345
auto-V-10-Q-2025-04-30-4,simple fact,section,bm25,0.2,0.3333333333333333,0.24
auto-V-10-Q-2025-04-30-4,simple fact,section,hybrid,0.2,0.3333333333333333,0.253
auto-V-10-Q-2025-04-30-4,simple fact,section,hybrid+rerank,0.2,0.3333333333333333,0.342
auto-V-10-Q-2025-04-30-4,simple fact,semantic,vector,0.2,0.5,0.663
auto-V-10-Q-2025-04-30-4,simple fact,semantic,bm25,0.0,0.0,0.613
auto-V-10-Q-2025-04-30-4,simple fact,semantic,hybrid,0.2,0.5,0.469
auto-V-10-Q-2025-04-30-4,simple fact,semantic,hybrid+rerank,0.4,1.0,0.811
auto-V-10-Q-2025-04-30-4,simple fact,hierarchical,vector,0.2,0.5,0.789
auto-V-10-Q-2025-04-30-4,simple fact,hierarchical,bm25,0.0,0.0,0.613
auto-V-10-Q-2025-04-30-4,simple fact,hierarchical,hybrid,0.0,0.0,0.595
auto-V-10-Q-2025-04-30-4,simple fact,hierarchical,hybrid+rerank,0.4,1.0,0.811
auto-MA-8-K-2025-11-12-3,simple fact,fixed,vector,0.0,0.0,0.128
auto-MA-8-K-2025-11-12-3,simple fact,fixed,bm25,0.4,1.0,0.202
auto-MA-8-K-2025-11-12-3,simple fact,fixed,hybrid,0.0,0.0,0.155
auto-MA-8-K-2025-11-12-3,simple fact,fixed,hybrid+rerank,0.4,1.0,0.179
auto-MA-8-K-2025-11-12-3,simple fact,section,vector,0.0,0.0,0.199
auto-MA-8-K-2025-11-12-3,simple fact,section,bm25,0.2,1.0,0.216
auto-MA-8-K-2025-11-12-3,simple fact,section,hybrid,0.2,1.0,0.216
auto-MA-8-K-2025-11-12-3,simple fact,section,hybrid+rerank,0.2,1.0,0.144
auto-MA-8-K-2025-11-12-3,simple fact,semantic,vector,0.2,1.0,0.211
auto-MA-8-K-2025-11-12-3,simple fact,semantic,bm25,0.2,1.0,0.3
auto-MA-8-K-2025-11-12-3,simple fact,semantic,hybrid,0.2,1.0,0.211
auto-MA-8-K-2025-11-12-3,simple fact,semantic,hybrid+rerank,0.2,1.0,0.211
auto-MA-8-K-2025-11-12-3,simple fact,hierarchical,vector,0.2,1.0,0.211
auto-MA-8-K-2025-11-12-3,simple fact,hierarchical,bm25,0.2,1.0,0.538
auto-MA-8-K-2025-11-12-3,simple fact,hierarchical,hybrid,0.2,1.0,0.194
auto-MA-8-K-2025-11-12-3,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.086
auto-V-8-K-2025-09-19-0,simple fact,fixed,vector,0.0,0.0,0.207
auto-V-8-K-2025-09-19-0,simple fact,fixed,bm25,0.2,1.0,0.18
auto-V-8-K-2025-09-19-0,simple fact,fixed,hybrid,0.2,1.0,0.321
auto-V-8-K-2025-09-19-0,simple fact,fixed,hybrid+rerank,0.2,1.0,0.166
auto-V-8-K-2025-09-19-0,simple fact,section,vector,0.2,1.0,0.303
auto-V-8-K-2025-09-19-0,simple fact,section,bm25,0.2,1.0,0.369
auto-V-8-K-2025-09-19-0,simple fact,section,hybrid,0.2,1.0,0.287
auto-V-8-K-2025-09-19-0,simple fact,section,hybrid+rerank,0.2,1.0,0.392
auto-V-8-K-2025-09-19-0,simple fact,semantic,vector,,,0.42
auto-V-8-K-2025-09-19-0,simple fact,semantic,bm25,,,0.228
auto-V-8-K-2025-09-19-0,simple fact,semantic,hybrid,,,0.371
auto-V-8-K-2025-09-19-0,simple fact,semantic,hybrid+rerank,,,0.442
auto-V-8-K-2025-09-19-0,simple fact,hierarchical,vector,,,0.42
auto-V-8-K-2025-09-19-0,simple fact,hierarchical,bm25,,,0.288
auto-V-8-K-2025-09-19-0,simple fact,hierarchical,hybrid,,,0.295
auto-V-8-K-2025-09-19-0,simple fact,hierarchical,hybrid+rerank,,,0.442
auto-V-8-K-2025-09-29-1,simple fact,fixed,vector,0.0,0.0,0.216
auto-V-8-K-2025-09-29-1,simple fact,fixed,bm25,0.2,1.0,0.109
auto-V-8-K-2025-09-29-1,simple fact,fixed,hybrid,0.2,1.0,0.064
auto-V-8-K-2025-09-29-1,simple fact,fixed,hybrid+rerank,0.2,1.0,0.185
auto-V-8-K-2025-09-29-1,simple fact,section,vector,0.0,0.0,0.265
auto-V-8-K-2025-09-29-1,simple fact,section,bm25,0.2,1.0,0.09
auto-V-8-K-2025-09-29-1,simple fact,section,hybrid,0.2,1.0,0.16
auto-V-8-K-2025-09-29-1,simple fact,section,hybrid+rerank,0.2,1.0,0.151
auto-V-8-K-2025-09-29-1,simple fact,semantic,vector,0.2,1.0,0.366
auto-V-8-K-2025-09-29-1,simple fact,semantic,bm25,0.2,1.0,0.355
auto-V-8-K-2025-09-29-1,simple fact,semantic,hybrid,0.2,1.0,0.1
auto-V-8-K-2025-09-29-1,simple fact,semantic,hybrid+rerank,0.2,1.0,0.122
auto-V-8-K-2025-09-29-1,simple fact,hierarchical,vector,0.2,1.0,0.565
auto-V-8-K-2025-09-29-1,simple fact,hierarchical,bm25,0.2,1.0,0.067
auto-V-8-K-2025-09-29-1,simple fact,hierarchical,hybrid,0.2,1.0,0.151
auto-V-8-K-2025-09-29-1,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.341
auto-V-8-K-2025-09-29-4,simple fact,fixed,vector,0.2,1.0,0.171
auto-V-8-K-2025-09-29-4,simple fact,fixed,bm25,0.2,1.0,0.196
auto-V-8-K-2025-09-29-4,simple fact,fixed,hybrid,0.2,1.0,0.164
auto-V-8-K-2025-09-29-4,simple fact,fixed,hybrid+rerank,0.2,1.0,0.206
auto-V-8-K-2025-09-29-4,simple fact,section,vector,0.2,1.0,0.199
auto-V-8-K-2025-09-29-4,simple fact,section,bm25,0.2,1.0,0.368
auto-V-8-K-2025-09-29-4,simple fact,section,hybrid,0.2,1.0,0.151
auto-V-8-K-2025-09-29-4,simple fact,section,hybrid+rerank,0.2,1.0,0.195
auto-V-8-K-2025-09-29-4,simple fact,semantic,vector,0.2,1.0,0.097
auto-V-8-K-2025-09-29-4,simple fact,semantic,bm25,0.2,1.0,0.21
auto-V-8-K-2025-09-29-4,simple fact,semantic,hybrid,0.2,1.0,0.219
auto-V-8-K-2025-09-29-4,simple fact,semantic,hybrid+rerank,0.2,1.0,0.351
auto-V-8-K-2025-09-29-4,simple fact,hierarchical,vector,0.2,1.0,0.125
auto-V-8-K-2025-09-29-4,simple fact,hierarchical,bm25,0.2,1.0,0.225
auto-V-8-K-2025-09-29-4,simple fact,hierarchical,hybrid,0.2,1.0,0.301
auto-V-8-K-2025-09-29-4,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.351
auto-V-8-K-2025-08-08-2,deep context,fixed,vector,0.0,0.0,0.203
auto-V-8-K-2025-08-08-2,deep context,fixed,bm25,0.4,1.0,0.287
auto-V-8-K-2025-08-08-2,deep context,fixed,hybrid,0.4,1.0,0.182
auto-V-8-K-2025-08-08-2,deep context,fixed,hybrid+rerank,0.4,1.0,0.13
auto-V-8-K-2025-08-08-2,deep context,section,vector,0.2,0.3333333333333333,0.11
auto-V-8-K-2025-08-08-2,deep context,section,bm25,0.6,1.0,0.248
auto-V-8-K-2025-08-08-2,deep context,section,hybrid,0.6,1.0,0.165
auto-V-8-K-2025-08-08-2,deep context,section,hybrid+rerank,0.6,1.0,0.18
auto-V-8-K-2025-08-08-2,deep context,semantic,vector,0.0,0.0,0.086
auto-V-8-K-2025-08-08-2,deep context,semantic,bm25,0.2,1.0,0.137
auto-V-8-K-2025-08-08-2,deep context,semantic,hybrid,0.2,1.0,0.145
auto-V-8-K-2025-08-08-2,deep context,semantic,hybrid+rerank,0.2,1.0,0.22
auto-V-8-K-2025-08-08-2,deep context,hierarchical,vector,0.0,0.0,0.052
auto-V-8-K-2025-08-08-2,deep context,hierarchical,bm25,0.2,1.0,0.137
auto-V-8-K-2025-08-08-2,deep context,hierarchical,hybrid,0.2,1.0,0.145
auto-V-8-K-2025-08-08-2,deep context,hierarchical,hybrid+rerank,0.2,1.0,0.22
auto-V-10-K-2025-11-06-1,deep context,fixed,vector,0.2,1.0,0.163
auto-V-10-K-2025-11-06-1,deep context,fixed,bm25,0.0,0.0,0.426
auto-V-10-K-2025-11-06-1,deep context,fixed,hybrid,0.2,1.0,0.089
auto-V-10-K-2025-11-06-1,deep context,fixed,hybrid+rerank,0.2,1.0,0.151
auto-V-10-K-2025-11-06-1,deep context,section,vector,0.2,1.0,0.226
auto-V-10-K-2025-11-06-1,deep context,section,bm25,0.0,0.0,0.471
auto-V-10-K-2025-11-06-1,deep context,section,hybrid,0.2,1.0,0.182
auto-V-10-K-2025-11-06-1,deep context,section,hybrid+rerank,0.2,1.0,0.177
auto-V-10-K-2025-11-06-1,deep context,semantic,vector,0.2,1.0,0.215
auto-V-10-K-2025-11-06-1,deep context,semantic,bm25,0.2,1.0,0.109
auto-V-10-K-2025-11-06-1,deep context,semantic,hybrid,0.2,1.0,0.209
auto-V-10-K-2025-11-06-1,deep context,semantic,hybrid+rerank,0.2,1.0,0.199
auto-V-10-K-2025-11-06-1,deep context,hierarchical,vector,0.2,1.0,0.215
auto-V-10-K-2025-11-06-1,deep context,hierarchical,bm25,0.2,1.0,0.109
auto-V-10-K-2025-11-06-1,deep context,hierarchical,hybrid,0.2,1.0,0.204
auto-V-10-K-2025-11-06-1,deep context,hierarchical,hybrid+rerank,0.2,1.0,0.199
auto-V-8-K-2025-12-23-0,simple fact,fixed,vector,0.2,1.0,0.223
auto-V-8-K-2025-12-23-0,simple fact,fixed,bm25,0.2,1.0,0.179
auto-V-8-K-2025-12-23-0,simple fact,fixed,hybrid,0.2,1.0,0.321
auto-V-8-K-2025-12-23-0,simple fact,fixed,hybrid+rerank,0.2,1.0,0.136
auto-V-8-K-2025-12-23-0,simple fact,section,vector,0.2,1.0,0.271
auto-V-8-K-2025-12-23-0,simple fact,section,bm25,0.2,1.0,0.267
auto-V-8-K-2025-12-23-0,simple fact,section,hybrid,0.2,1.0,0.271
auto-V-8-K-2025-12-23-0,simple fact,section,hybrid+rerank,0.2,1.0,0.36
auto-V-8-K-2025-12-23-0,simple fact,semantic,vector,,,0.271
auto-V-8-K-2025-12-23-0,simple fact,semantic,bm25,,,0.398
auto-V-8-K-2025-12-23-0,simple fact,semantic,hybrid,,,0.371
auto-V-8-K-2025-12-23-0,simple fact,semantic,hybrid+rerank,,,0.432
auto-V-8-K-2025-12-23-0,simple fact,hierarchical,vector,,,0.271
auto-V-8-K-2025-12-23-0,simple fact,hierarchical,bm25,,,0.288
auto-V-8-K-2025-12-23-0,simple fact,hierarchical,hybrid,,,0.451
auto-V-8-K-2025-12-23-0,simple fact,hierarchical,hybrid+rerank,,,0.457
auto-V-8-K-2025-08-08-1,simple fact,fixed,vector,0.4,1.0,0.178
auto-V-8-K-2025-08-08-1,simple fact,fixed,bm25,0.4,1.0,0.223
auto-V-8-K-2025-08-08-1,simple fact,fixed,hybrid,0.4,1.0,0.213
auto-V-8-K-2025-08-08-1,simple fact,fixed,hybrid+rerank,0.4,1.0,0.281
auto-V-8-K-2025-08-08-1,simple fact,section,vector,0.4,1.0,0.21
auto-V-8-K-2025-08-08-1,simple fact,section,bm25,0.4,1.0,0.24
auto-V-8-K-2025-08-08-1,simple fact,section,hybrid,0.4,1.0,0.23
auto-V-8-K-2025-08-08-1,simple fact,section,hybrid+rerank,0.4,1.0,0.339
auto-V-8-K-2025-08-08-1,simple fact,semantic,vector,0.2,1.0,0.192
auto-V-8-K-2025-08-08-1,simple fact,semantic,bm25,0.2,1.0,0.429
auto-V-8-K-2025-08-08-1,simple fact,semantic,hybrid,0.2,1.0,0.193
auto-V-8-K-2025-08-08-1,simple fact,semantic,hybrid+rerank,0.2,1.0,0.206
auto-V-8-K-2025-08-08-1,simple fact,hierarchical,vector,0.2,1.0,0.192
auto-V-8-K-2025-08-08-1,simple fact,hierarchical,bm25,0.2,1.0,0.182
auto-V-8-K-2025-08-08-1,simple fact,hierarchical,hybrid,0.2,1.0,0.193
auto-V-8-K-2025-08-08-1,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.188
auto-V-8-K-2025-12-30-4,simple fact,fixed,vector,0.0,0.0,0.287
auto-V-8-K-2025-12-30-4,simple fact,fixed,bm25,0.2,1.0,0.154
auto-V-8-K-2025-12-30-4,simple fact,fixed,hybrid,0.0,0.0,0.308
auto-V-8-K-2025-12-30-4,simple fact,fixed,hybrid+rerank,0.2,1.0,0.288
auto-V-8-K-2025-12-30-4,simple fact,section,vector,0.0,0.0,0.448
auto-V-8-K-2025-12-30-4,simple fact,section,bm25,0.2,1.0,0.31
auto-V-8-K-2025-12-30-4,simple fact,section,hybrid,0.0,0.0,0.201
auto-V-8-K-2025-12-30-4,simple fact,section,hybrid+rerank,0.0,0.0,0.438
auto-V-8-K-2025-12-30-4,simple fact,semantic,vector,0.2,1.0,0.334
auto-V-8-K-2025-12-30-4,simple fact,semantic,bm25,0.2,1.0,0.266
auto-V-8-K-2025-12-30-4,simple fact,semantic,hybrid,0.2,1.0,0.276
auto-V-8-K-2025-12-30-4,simple fact,semantic,hybrid+rerank,0.2,1.0,0.352
auto-V-8-K-2025-12-30-4,simple fact,hierarchical,vector,0.2,1.0,0.334
auto-V-8-K-2025-12-30-4,simple fact,hierarchical,bm25,0.2,1.0,0.266
auto-V-8-K-2025-12-30-4,simple fact,hierarchical,hybrid,0.2,1.0,0.276
auto-V-8-K-2025-12-30-4,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.352
auto-MA-8-K-2025-02-26-0,simple fact,fixed,vector,0.4,1.0,0.119
auto-MA-8-K-2025-02-26-0,simple fact,fixed,bm25,0.4,1.0,0.09
auto-MA-8-K-2025-02-26-0,simple fact,fixed,hybrid,0.4,1.0,0.09
auto-MA-8-K-2025-02-26-0,simple fact,fixed,hybrid+rerank,0.4,1.0,0.133
auto-MA-8-K-2025-02-26-0,simple fact,section,vector,0.2,1.0,0.189
auto-MA-8-K-2025-02-26-0,simple fact,section,bm25,0.2,1.0,0.075
auto-MA-8-K-2025-02-26-0,simple fact,section,hybrid,0.2,1.0,0.084
auto-MA-8-K-2025-02-26-0,simple fact,section,hybrid+rerank,0.2,1.0,0.198
auto-MA-8-K-2025-02-26-0,simple fact,semantic,vector,0.2,1.0,0.261
auto-MA-8-K-2025-02-26-0,simple fact,semantic,bm25,0.2,1.0,0.07
auto-MA-8-K-2025-02-26-0,simple fact,semantic,hybrid,0.2,1.0,0.092
auto-MA-8-K-2025-02-26-0,simple fact,semantic,hybrid+rerank,0.2,1.0,0.188
auto-MA-8-K-2025-02-26-0,simple fact,hierarchical,vector,0.2,1.0,0.315
auto-MA-8-K-2025-02-26-0,simple fact,hierarchical,bm25,0.2,1.0,0.07
auto-MA-8-K-2025-02-26-0,simple fact,hierarchical,hybrid,0.2,1.0,0.164
auto-MA-8-K-2025-02-26-0,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.142
auto-MA-8-K-2025-06-26-5,simple fact,fixed,vector,0.2,1.0,0.283
auto-MA-8-K-2025-06-26-5,simple fact,fixed,bm25,0.2,1.0,0.146
auto-MA-8-K-2025-06-26-5,simple fact,fixed,hybrid,0.2,1.0,0.339
auto-MA-8-K-2025-06-26-5,simple fact,fixed,hybrid+rerank,0.2,1.0,0.099
auto-MA-8-K-2025-06-26-5,simple fact,section,vector,0.4,1.0,0.181
auto-MA-8-K-2025-06-26-5,simple fact,section,bm25,0.4,1.0,0.139
auto-MA-8-K-2025-06-26-5,simple fact,section,hybrid,0.4,1.0,0.187
auto-MA-8-K-2025-06-26-5,simple fact,section,hybrid+rerank,0.4,1.0,0.132
auto-MA-8-K-2025-06-26-5,simple fact,semantic,vector,0.2,1.0,0.261
auto-MA-8-K-2025-06-26-5,simple fact,semantic,bm25,0.2,1.0,0.134
auto-MA-8-K-2025-06-26-5,simple fact,semantic,hybrid,0.2,1.0,0.17
auto-MA-8-K-2025-06-26-5,simple fact,semantic,hybrid+rerank,0.2,1.0,0.142
auto-MA-8-K-2025-06-26-5,simple fact,hierarchical,vector,0.2,1.0,0.317
auto-MA-8-K-2025-06-26-5,simple fact,hierarchical,bm25,0.2,1.0,0.134
auto-MA-8-K-2025-06-26-5,simple fact,hierarchical,hybrid,0.2,1.0,0.113
auto-MA-8-K-2025-06-26-5,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.151
auto-MA-8-K-2025-10-30-1,simple fact,fixed,vector,0.0,0.0,0.144
auto-MA-8-K-2025-10-30-1,simple fact,fixed,bm25,0.0,0.0,0.153
auto-MA-8-K-2025-10-30-1,simple fact,fixed,hybrid,0.0,0.0,0.151
auto-MA-8-K-2025-10-30-1,simple fact,fixed,hybrid+rerank,0.0,0.0,0.271
auto-MA-8-K-2025-10-30-1,simple fact,section,vector,0.2,1.0,0.502
auto-MA-8-K-2025-10-30-1,simple fact,section,bm25,0.2,1.0,0.177
auto-MA-8-K-2025-10-30-1,simple fact,section,hybrid,0.2,1.0,0.356
auto-MA-8-K-2025-10-30-1,simple fact,section,hybrid+rerank,0.2,1.0,0.372
auto-MA-8-K-2025-10-30-1,simple fact,semantic,vector,0.0,0.0,0.636
auto-MA-8-K-2025-10-30-1,simple fact,semantic,bm25,0.2,1.0,0.253
auto-MA-8-K-2025-10-30-1,simple fact,semantic,hybrid,0.2,1.0,0.267
auto-MA-8-K-2025-10-30-1,simple fact,semantic,hybrid+rerank,0.2,1.0,0.493
auto-MA-8-K-2025-10-30-1,simple fact,hierarchical,vector,0.2,1.0,0.551
auto-MA-8-K-2025-10-30-1,simple fact,hierarchical,bm25,0.2,1.0,0.253
auto-MA-8-K-2025-10-30-1,simple fact,hierarchical,hybrid,0.2,1.0,0.383
auto-MA-8-K-2025-10-30-1,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.493
auto-V-10-Q-2025-04-30-1,simple fact,fixed,vector,0.2,1.0,0.482
auto-V-10-Q-2025-04-30-1,simple fact,fixed,bm25,0.2,1.0,0.506
auto-V-10-Q-2025-04-30-1,simple fact,fixed,hybrid,0.2,1.0,0.48
auto-V-10-Q-2025-04-30-1,simple fact,fixed,hybrid+rerank,0.2,1.0,0.48
auto-V-10-Q-2025-04-30-1,simple fact,section,vector,0.2,1.0,0.275
auto-V-10-Q-2025-04-30-1,simple fact,section,bm25,0.2,1.0,0.464
auto-V-10-Q-2025-04-30-1,simple fact,section,hybrid,0.2,1.0,0.464
auto-V-10-Q-2025-04-30-1,simple fact,section,hybrid+rerank,0.2,1.0,0.392
auto-V-10-Q-2025-04-30-1,simple fact,semantic,vector,0.0,0.0,0.48
auto-V-10-Q-2025-04-30-1,simple fact,semantic,bm25,0.2,1.0,0.442
auto-V-10-Q-2025-04-30-1,simple fact,semantic,hybrid,0.0,0.0,0.48
auto-V-10-Q-2025-04-30-1,simple fact,semantic,hybrid+rerank,0.2,1.0,0.412
auto-V-10-Q-2025-04-30-1,simple fact,hierarchical,vector,0.0,0.0,0.48
auto-V-10-Q-2025-04-30-1,simple fact,hierarchical,bm25,0.2,1.0,0.442
auto-V-10-Q-2025-04-30-1,simple fact,hierarchical,hybrid,0.0,0.0,0.48
auto-V-10-Q-2025-04-30-1,simple fact,hierarchical,hybrid+rerank,0.2,1.0,0.412
auto-MA-8-K-2025-02-27-3,simple fact,fixed,vector,0.0,0.0,0.499
auto-MA-8-K-2025-02-27-3,simple fact,fixed,bm25,0.2,1.0,0.248
